0.43269 ,0.00481 ,-0.02610 ,0.27198 ,0.01202 ,-0.06456 ,-0.05048 ,-0.30563 ,,
0.43269 ,-0.00481 ,-0.10302 ,0.21909 ,-0.00240 ,0.03159 ,0.05048 ,-0.16140 ,,
-0.54808 ,-0.03365 ,0.03159 ,-0.30975 ,-0.01683 ,-0.04533 ,-0.03606 ,0.03091 ,,
-0.54808 ,0.00481 ,0.20467 ,-0.36264 ,0.01202 ,-0.16071 ,0.06490 ,0.07898 ,,
-0.08654 ,-0.01442 ,-0.02610 ,0.16621 ,-0.01202 ,-0.10302 ,0.00721 ,-0.16140 ,,
-0.20192 ,0.00481 ,-0.02610 ,0.21909 ,0.01202 ,-0.04533 ,0.03606 ,-0.16140 ,,
-0.54808 ,-0.03365 ,0.28159 ,-0.41552 ,-0.00721 ,0.14698 ,-0.03606 ,0.27129 ,,
-0.14423 ,0.00481 ,-0.04533 ,0.21909 ,0.01202 ,0.03159 ,0.06490 ,-0.06525 ,,
0.02885 ,-0.03365 ,-0.02610 ,-0.36264 ,0.00240 ,0.16621 ,0.00721 ,0.12706 ,,
0.31731 ,0.08173 ,0.28159 ,0.21909 ,0.00721 ,0.03159 ,0.03606 ,0.27129 ,,
0.14423 ,0.00481 ,-0.02610 ,0.06044 ,0.00240 ,-0.16071 ,-0.03606 ,-0.01717 ,,
0.31731 ,-0.01442 ,-0.02610 ,0.21909 ,-0.00721 ,-0.08379 ,-0.06490 ,0.03091 ,,
0.37500 ,0.00481 ,-0.06456 ,0.27198 ,-0.00240 ,0.03159 ,0.00721 ,-0.20948 ,,
-0.54808 ,0.08173 ,-0.08379 ,0.27198 ,-0.01683 ,-0.04533 ,0.00721 ,0.27129 ,,
0.08654 ,-0.00481 ,-0.06456 ,-0.41552 ,0.00240 ,0.16621 ,0.00721 ,0.27129 ,,
0.37500 ,-0.00481 ,-0.10302 ,-0.41552 ,-0.00240 ,0.10852 ,-0.06490 ,-0.30563 ,,
,,,,,,,,,
,,,,,,,,,
0.432692308,0.004807692,0.026098901,0.271978022,0.012019231,0.06456044,0.050480769,0.305631868,,0.432692308
0.432692308,0.004807692,0.103021978,0.219093407,0.002403846,0.031593407,0.050480769,0.161401099,,0.432692308
0.548076923,0.033653846,0.031593407,0.309752747,0.016826923,0.04532967,0.036057692,0.030906593,,0.548076923
0.548076923,0.004807692,0.20467033,0.362637363,0.012019231,0.160714286,0.064903846,0.078983516,,0.548076923
0.086538462,0.014423077,0.026098901,0.166208791,0.012019231,0.103021978,0.007211538,0.161401099,,0.166208791
0.201923077,0.004807692,0.026098901,0.219093407,0.012019231,0.04532967,0.036057692,0.161401099,,0.219093407
0.548076923,0.033653846,0.281593407,0.415521978,0.007211538,0.146978022,0.036057692,0.271291209,,0.548076923
0.144230769,0.004807692,0.04532967,0.219093407,0.012019231,0.031593407,0.064903846,0.065247253,,0.219093407
0.028846154,0.033653846,0.026098901,0.362637363,0.002403846,0.166208791,0.007211538,0.12706044,,0.362637363
0.317307692,0.081730769,0.281593407,0.219093407,0.007211538,0.031593407,0.036057692,0.271291209,,0.317307692
0.144230769,0.004807692,0.026098901,0.06043956,0.002403846,0.160714286,0.036057692,0.01717033,,0.160714286
0.317307692,0.014423077,0.026098901,0.219093407,0.007211538,0.083791209,0.064903846,0.030906593,,0.317307692
0.375,0.004807692,0.06456044,0.271978022,0.002403846,0.031593407,0.007211538,0.209478022,,0.375
0.548076923,0.081730769,0.083791209,0.271978022,0.016826923,0.04532967,0.007211538,0.271291209,,0.548076923
0.086538462,0.004807692,0.06456044,0.415521978,0.002403846,0.166208791,0.007211538,0.271291209,,0.415521978
0.375,0.004807692,0.103021978,0.415521978,0.002403846,0.108516484,0.064903846,0.305631868,,0.415521978
